title,type,genre_ids,overview,release_date,popularity,vote_average,poster_path
Call the Midwife,series,[18],"Drama following the lives of a group of midwives working in the poverty-stricken East End of London during the 1950s, based on the best-selling memoirs of Jennifer Worth.",2012-01-15,52.7917,7.6,/b1p0nL00x563ACkcmGNIRP4ZnkA.jpg
Dawson's Creek,series,"[18, 10766]",Dawson's Creek is an American teen drama that portrays the fictional lives of a close-knit group of teenagers through high school and college.,1998-01-20,45.2744,7.311,/arT93dBemanftfWTcf9I0JRIlxU.jpg
Patiala Babes,series,[18],"Mini, a young girl, encourages her traditional mother, Babita, to realise her worth and fulfil her dreams.",2018-11-27,37.2327,7.0,/tqUw97o2fPLTWMHV6k6BS5pugBm.jpg
Shin Chan,series,"[16, 35]","Shin-chan, the boy next door, is a walking disaster, creating chaos wherever he goes. With the body of a child and the mind of an adult, Shinchan is wreaking more havoc than any child before. Shin-chan is carefree, optimistic and gets excited about everything. This 5 year-old likes to do things his way.",1992-04-13,44.6677,7.8,/zg19Paur3lVVSh8J4LJVO1wgBIg.jpg
The Lucy Show,series,[35],"The Lucy Show is an American sitcom that aired on CBS from 1962–68. It was Lucille Ball's follow-up to I Love Lucy. A significant change in cast and premise for the 1965–66 season divides the program into two distinct eras; aside from Ball, only Gale Gordon, who joined the program for its second season, remained. For the first three seasons, Vivian Vance was the co-star.

The earliest scripts were entitled The Lucille Ball Show, but when this title was declined, producers thought of calling the show This Is Lucy or The New Adventures of Lucy, before deciding on the title The Lucy Show. Ball won consecutive Emmy Awards as Outstanding Lead Actress in a Comedy Series for the series' final two seasons, 1966–67 and 1967–68.",1962-10-01,40.6783,7.0,/sdmFoI7pKzE4XoIVrVNt4ouXlbH.jpg
Horizon,series,[99],"Horizon tells amazing science stories, unravels mysteries and reveals worlds you've never seen before.",1964-02-04,51.0641,7.471,/uX8pic7asQBdnwMB9QjPvTsn1Dw.jpg
Daredevil: Born Again,series,"[18, 10759, 80]","Matt Murdock, a blind lawyer with heightened abilities, is fighting for justice through his bustling law firm, while former mob boss Wilson Fisk pursues his own political endeavors in New York. When their past identities begin to emerge, both men find themselves on an inevitable collision course.",2025-03-04,49.8256,8.17,/xDUoAsU8lQHOOoRkFiBuarmACDN.jpg
Déjame vivir,series,[18],"Déjame vivir is a telenovela made by Mexican TV network Televisa. This telenovela was broadcast in 1982. This is a remake of the 1969 Venezuelan soap opera Cristina starred by Marina Baura and Raul Amundaray. The reception for this telenovela was not good, in fact it was selected as the worst one of 1982.",1982-03-22,48.2677,7.0,/sMTkk0cTkeuar1GpPLvwhQo7QsW.jpg
MDR aktuell,series,[10763],,2021-02-04,44.7029,0.0,/u2on02K66lrXULRlJryBwm3BX1c.jpg
Tom Clancy's Jack Ryan,series,"[10759, 18]","When CIA analyst Jack Ryan stumbles upon a suspicious series of bank transfers his search for answers pulls him from the safety of his desk job and catapults him into a deadly game of cat and mouse throughout Europe and the Middle East, with a rising terrorist figurehead preparing for a massive attack against the US and her allies.",2018-08-30,43.7846,7.682,/cO4py3L3q5GNPrA0qr1wVDrosK1.jpg
Hazbin Hotel,series,"[16, 35, 18, 10765]","In attempt to find a non-violent alternative for reducing Hell's overpopulation, the daughter of Lucifer opens a rehabilitation hotel that offers a group of misfit demons a chance at redemption.",2024-01-18,50.4075,8.558,/aVYHMW8pdzJ9qG1OGRMKyGy9xor.jpg
Baywatch,series,"[10759, 18, 80]",Join the Baywatch lifeguards on their thrilling adventures filled with beautiful beaches and those iconic red swimsuits.,1989-04-23,43.5941,5.971,/34t8WxHn1OcIVpcTxmjYmjX9tE4.jpg
Murphy Brown,series,[35],"Murphy Brown (Candice Bergen) is a recovering alcoholic who returns to the fictional newsmagazine FYI for the first time following a stay at the Betty Ford Clinic residential treatment center. Over 40 and single, she is sharp tongued and hard as nails. In her profession, she is considered one of the boys, having shattered many glass ceilings encountered during her career. Dominating the FYI news magazine, she is portrayed as one of America's hardest-hitting (though not the warmest or more sympathetic) media personalities.",1988-11-14,43.6036,6.495,/o3y2BwrzJQPojl0ZaqNq8O9VDFq.jpg
Community,series,[35],"Follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of Greendale, Colorado.",2009-09-17,51.0687,7.998,/3KUjDt8XY7w2Ku70UE0SECmv1zP.jpg
The Summer I Turned Pretty,series,[18],"Every summer, Belly and her family head to the Fishers’ beach house in Cousins. Every summer is the same ... until Belly turns sixteen. Relationships will be tested, painful truths will be revealed, and Belly will be forever changed. It’s a summer of first love, first heartbreak and growing up — it's the summer she turns pretty.",2022-06-16,47.7795,8.07,/xBIz53wYWsKfFpN0TaizVAjKJ0z.jpg
Teenage Mutant Ninja Turtles,series,"[10759, 16, 35, 10762]","Four turtles fall into the sewers and are befriended by Hamato Yoshi a Japanese man sent to New York who was forced to live in the sewers. One day he sees a strange green glow which transforms the four turtles into human-like creatures. Hamato (now Master Splinter) changes into a giant rat from the green glow and teaches the turtles the skills of the ninja as they team up with news reporter April O'Neil to battle against Yoshi's arch enemy Shredder and Krang, an alien warlord from Dimension X.",1987-12-14,44.2257,7.76,/AaihPizftZo5YCqzEgHMwkceaEo.jpg
Dating Naked UK,series,[10764],"In the pursuit of love, 10 singles take the brave steps of stripping off before entering a daring, dating experience. Unclothed they must begin to get to know each other, before their connections are put at risk.",2024-08-23,43.4471,8.22,/tWHl9QaUaz4sKEUk1qCaGqQDARq.jpg
Lecture Room,series,"[10767, 99]",,2001-07-09,39.2918,7.0,/3eHAbgJ8yElDfpWhGxWVNULXF4k.jpg
The Last Kingdom,series,"[10759, 18, 10768]","A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",2015-10-10,46.0468,8.261,/8eJf0hxgIhE6QSxbtuNCekTddy1.jpg
Taxi,series,"[35, 18]","Louie De Palma is a cantankerous, acerbic taxi dispatcher in New York City. He tries to maintain order over a collection of varied and strange characters who drive for him. As he bullies and insults them from the safety of his “cage,” they form a special bond among themselves, becoming friends and supporting each other through the inevitable trials and tribulations of life.",1978-09-12,44.1076,7.315,/pua3A2XSaO6bP6WhVDBRbcyRTAS.jpg
Quiet Please!,series,"[16, 35]","One month into living on his own, Yi-hyuk was hoping for an exciting, dramatic start to his independent life—but not this kind of drama. What he doesn’t expect is to be tormented by the thunderous noise coming from the apartment next door. Determined to put an end to it, he confronts his neighbor—only to make things infinitely worse when he accidentally punches him in the face.Yi-hyuk tries everything—from childish pranks to petty power plays—but his neighbor just won’t budge. He even pleads on his knees to make the noise stop. Just when it seems the feud will never end, they finally manage to call an uneasy truce.And somewhere along the way, Yi-hyuk realizes he might be falling for the very person who once drove him up the wall.",2025-09-02,44.703,7.6,/hF9WdEMmEndkkBpOGSzez6Adjdw.jpg
Bewitched,series,"[10765, 35, 10751, 18]","Samantha Stephens is a seemingly normal suburban housewife who also happens to be a genuine witch, with all the requisite magical powers. Her husband Darrin insists that Samantha keep her witchcraft under wraps, but situations invariably require her to indulge her powers while keeping her bothersome mother Endora at bay.",1964-09-17,50.7388,7.857,/7UZVO1SclbgVWM2ELrwWGaS7i94.jpg
Majhi Manasa,series,[18],,2022-05-30,39.5896,0.0,/6bk8ShS9yZnO7do6uy0Lfej7KUY.jpg
Palang Tod,series,[18],Palang Tod is an erotic web series which tells a separate story in each episode.,2020-12-25,42.6157,1.0,/3jAeJu40uKy0ondWdzQxu0A97MT.jpg
Star Trek: Discovery,series,"[10765, 10759, 18]","Follow the voyages of Starfleet on their missions to discover new worlds and new life forms, and one Starfleet officer who must learn that to truly understand all things alien, you must first understand yourself.",2017-09-24,46.0418,6.938,/xwpOHgym48Ftz7fbJq5te5xoiwu.jpg
Magnum P.I.,series,"[10759, 18, 80]","Thomas Magnum, a decorated former Navy SEAL, returns home from Afghanistan and applies his military skills to become a private investigator in Hawaii taking jobs no one else will—with the help of fellow vets T.C. Calvin and Rick Wright, and former MI:6 agent, Juliet Higgins.",2018-09-24,45.297,7.553,/hN7DKusbmKPqSZnMG5hemioMAiE.jpg
Le 20H,series,[],,1975-01-06,41.8967,10.0,/8nC9IQaq0Dlhz0Fugs43DMdpJzf.jpg
Little House on the Prairie,series,"[37, 18, 10751]","When the big woods of Wisconsin becomes a difficult spot for hunting, Charles Ingalls reluctantly decides to move his family, pioneering west. Their life on the farm in Walnut Grove, Minnesota, in the 1870s and 1880s is full of adventure, tragedy, and triumph. Based on the books of Laura Ingalls Wilder.",1974-09-11,43.7323,7.979,/eVpvlqKZfEVsBOttNFTUyfPoA6K.jpg
Lie to Me,series,"[80, 18, 9648]","The world's leading deception researcher, Dr. Cal Lightman, studies facial expression, body language and tone of voice to determine when a person is lying and why, which helps law enforcement and government agencies uncover the truth. But his skills also make it easier for him to deceive others.",2009-01-21,46.3566,7.882,/2xpQxwsGYtdGDrmLvCosTZ0I54R.jpg
Little House on the Prairie,series,"[37, 18, 10751]","When the big woods of Wisconsin becomes a difficult spot for hunting, Charles Ingalls reluctantly decides to move his family, pioneering west. Their life on the farm in Walnut Grove, Minnesota, in the 1870s and 1880s is full of adventure, tragedy, and triumph. Based on the books of Laura Ingalls Wilder.",1974-09-11,43.7323,7.979,/eVpvlqKZfEVsBOttNFTUyfPoA6K.jpg
Lie to Me,series,"[80, 18, 9648]","The world's leading deception researcher, Dr. Cal Lightman, studies facial expression, body language and tone of voice to determine when a person is lying and why, which helps law enforcement and government agencies uncover the truth. But his skills also make it easier for him to deceive others.",2009-01-21,46.3566,7.882,/2xpQxwsGYtdGDrmLvCosTZ0I54R.jpg
Chainsmoker Cat,series,"[16, 35, 10765]","Catgirl Yani struggles to pay her rent and keep a job while feeding her smoking habit. As her loved ones' concerns grow, she must rethink her future.",2026-07-03,40.8219,8.6,/kqeKlSd7o9BCbTraZsDnksRSfxm.jpg
Yu-Gi-Oh! Duel Monsters,series,"[16, 10759]","Bullies often target someone frail and weak—someone exactly like Yûgi Muto. He treasures his Millennium Puzzle, an ancient Egyptian artifact that was brought into his grandfather's game shop. Believing that solving the puzzle will grant him his wish, he completes the puzzle, unleashing a new personality within him, the soul of the ""King of Games."" The new personality named Yami Yûgi is the exact opposite of Yûgi. Upon any injustice toward him, Yami Yûgi takes over Yûgi's body and forces the opponent into a ""Shadow Game"".",2000-04-18,44.5827,8.247,/mM6c5ISlyKWtie2hGiZWo6hmlhU.jpg
Simon & Simon,series,[18],"A.J. Simon is a polished fellow with a taste for classic cars and tailored suits. Rick Simon is his less refined (but still pleasant) older brother who has a taste for cowboy boots and four-wheel drive pickups. The two of them live in San Diego, where they own a private detective agency.",1981-11-24,48.1508,6.737,/h1wId4z79SQOOhEnc3oEqf3qpro.jpg
Mom,series,"[35, 18]","Aan irreverent and outrageous take on true family love‐and dysfunction. Newly sober single mom Christy struggles to raise two children in a world full of temptations and pitfalls. Testing her sobriety is her formerly estranged mother, now back in Christy's life and eager to share passive-aggressive insights into her daughter's many mistakes.",2013-09-23,46.5799,7.313,/kIi3T7X0kmiV9vGDme146P2d979.jpg
The Rewatchables,series,[10767],Bill Simmons and a roundtable of movie lovers from the Ringer universe discuss movies they can’t seem to stop watching.,2015-12-22,40.1995,9.5,/eWBAtTAmDK1a0kIe4RLPEXyVTWs.jpg
Dynasty,series,"[10766, 18]","The saga of a wealthy Denver family in the oil business: Blake Carrington, the patriarch; Krystle, his former secretary and wife; his children: Adam, lost in childhood after a kidnapping; Fallon, pampered and spoiled; Steven, openly gay; and Amanda, hidden from him by his ex-wife, the conniving Alexis. Most of the show features the conflict between 2 large corporations, Blake's Denver Carrington and Alexis' ColbyCo.",1981-01-12,47.6613,6.519,/wxKEdlB4Zuq2THGqKYLnGKU37g9.jpg
The Amazing World of Gumball,series,"[16, 10751, 10765, 35]","The life of Gumball Watterson, a 12-year old cat who attends middle school in Elmore. Accompanied by his pet, adoptive brother, and best friend Darwin Watterson, he frequently finds himself involved in various shenanigans around the city, during which he interacts with various family members: Anais, Richard, and Nicole Watterson, and other various citizens.",2011-05-03,48.8473,8.538,/VYnnyA2hyxi3VUPgCA71mMtt69.jpg
Rescue Me,series,[18],"The aftermath of 9/11 has left the firefighters of the NYFD traumatized, and no one more so than Tommy Gavin. Recently separated from his wife and their three kids, Tommy drifts between sorrow and anger as he tries to shake the recurring nightmares of his fallen comrades, especially his late cousin, Jimmy Keefe. Working alongside veterans like Lt. “Lou” Shea, Franco Rivera and Sean Garrity, and rookie Mike Lombardi, Tommy battles alcohol and drugs as he struggles to remain first and foremost a New York City firefighter.",2004-07-21,52.1215,7.544,/gnOwOb82chSJkQEZ9pd6jf2ZrEX.jpg
The Ladies' Paradise,series,"[35, 10766, 18]","Follow Teresa Iorio, a young woman who leaves her rural Sicilian hometown for Milan to find work--and much more--at a newly opened department store: The Ladies' Paradise.",2015-12-08,44.4988,7.656,/1XKjPCtprWqjKhTiyYORVwgWePA.jpg
Hudson & Rex,series,"[18, 80]","Detective Charlie Hudson teams up with what he calls his ""highly trained law enforcement animal"" German Shepherd dog named Rex who he prefers to team up with because he doesn't talk his ear off.

Based on the Austrian–Italian series, Kommissar Rex.",2019-02-25,42.8373,8.375,/l5N985pVvDC41QwEprORSoGz3Q5.jpg
The Eminence in Shadow,series,"[16, 35, 10765, 10759]","Shadowbrokers are those who go unnoticed, posing as unremarkable people, when in truth, they control everything from behind the scenes. Sid wants to be someone just like that more than anything, and something as insignificant as boring reality isn’t going to get in his way! He trains in secret every single night, preparing for his eventual rise to power—only to be denied his destiny by a run-of-the-mill (yet deadly) traffic accident. But when he wakes up in a another world and suddenly finds himself at the head of an actual secret organization doing battle with evil in the shadows, he’ll finally get a chance to act out all of his delusional fantasies!",2022-10-05,45.2335,8.056,/7JKYmtLydAwo9ZsEmAknZiO4U8g.jpg
Sale of the Century,series,[10751],"$ale of the Century was an Australian game show that aired on the Nine Network from 14 July 1980 – 29 November 2001. Tony Barber hosted a game show with essentially the same format under the title Temptation from 1970 to 1976, and was also the initial host of Sale for over a decade before being replaced by Glenn Ridge in 1991. Hostesses over the years have included Victoria Nicholls, Delvene Delaney, Alyce Platt, Jo Bailey, Nicky Buckley and Karina Brown. Pete Smith was Sale's announcer for the majority of its run. Ron Neate was announcer for only the first ten episodes in 1980 before Smith took over.

From 30 May 2005 – 23 January 2009, the series was revived under its original Australian title, Temptation.

The Sale of the Century format has been used internationally.",1980-07-14,47.6946,4.8,/lN60OogUKs06REoxDZSQ0npDFKC.jpg
HaHaHaHaHa,series,[10764],Road-type outdoor reality show. The five-kazakhstan tour group takes time out of the busy and trivial daily life to embark on a journey from east to west across China.,2020-11-06,38.3334,7.444,/wynP4QFfZNYHW0ETAbKVY9UjSbF.jpg
AVN Awards,series,[10764],"The AVN Awards are movie awards sponsored and presented by the American adult video industry trade magazine AVN (Adult Video News) to honor exceptional performance in various aspects of the creation and marketing of American pornographic movies. The ""Oscars of porn"".",,41.6074,5.9,/7f6wnV0tkxn5sif7LqjyzN6eLk6.jpg
Squid Game,series,"[10759, 9648, 18]","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",2021-09-17,54.8325,7.855,/1QdXdRYfktUSONkl1oD5gc6Be0s.jpg
The Rockford Files,series,"[80, 18, 9648]","Cranky but likable L.A. PI Jim Rockford pulls no punches (but takes plenty of them). An ex-con sent to the slammer for a crime he didn't commit, Rockford takes on cases others don't want, aided by his tough old man, his lawyer girlfriend and some shady associates from his past.",1974-09-13,42.2225,7.611,/fniHEsTeqHMg41GlCYJxZVgtn7H.jpg
Summer Time Rendering,series,"[16, 18, 9648]","Shinpei Ajiro travels home to attend the funeral of a childhood friend, and finds the remote island plagued by a sinister, supernatural force.",2022-04-15,41.1246,8.1,/m9e7chRW8Q8Go1Dv00RCUHbMoNe.jpg
Hill Street Blues,series,"[18, 80]",A realistic glimpse into the daily lives of the officers and detectives at an urban police station.,1981-01-15,45.5392,7.618,/elvCmYxmwVzv2va3rLKponOJOfm.jpg
Vera,series,"[80, 18, 9648]","A sharp detective with a messy life, DCI Vera Stanhope patrols her “patch” of northeast England, pursuing the truth in cases of murder, kidnapping, and blackmail. Vera is obsessive about her work and faces the world with caustic wit, guile and courage.",2011-05-01,42.8958,7.393,/yeYImRVVEX6LM2151oEkmNUKLVR.jpg
Abendschau,series,[10767],The Berliner Abendschau is the news magazine for Berlin.,2000-05-04,44.5762,4.333,/96H80JGXSEdqzRJpXiuSZfJ13K7.jpg
Elsbeth,series,"[80, 18, 35]","After her successful career in Chicago, Elsbeth Tascioni, an astute but unconventional attorney, utilizes her singular point of view to make unique observations and corner brilliant criminals alongside the NYPD.",2024-02-29,42.9468,6.744,/7lnNSbT90qwtrn1h9TvEkVFMz2P.jpg
Bull,series,"[80, 18, 35]","Dr. Jason Bull is the brilliant, brash, and charming founder of a hugely successful trial consulting firm.",2016-09-20,44.115,7.053,/r6bM2rNjSk5b9gWBOOKCVgKbjc0.jpg
Madam Secretary,series,"[18, 10768]","After years away from the CIA, Elizabeth McCord is pulled back into the political arena. The newly appointed Secretary of State is tough, fair, and smart, driving international diplomacy, wrangling office politics, and circumventing protocol as she negotiates global and domestic issues, both at the White House and at home.",2014-09-21,42.38,7.017,/6Nl1ablo4DNTLb4ZH7Mycz81AEt.jpg
Pleasant Goat and Big Big Wolf,series,"[16, 10762, 10759, 35, 10765]","Pleasant Goat and Big Big Wolf is a Chinese animated television series which was created by Huang Weiming, Lin Yuting and Luo Yinggeng, and produced by Creative Power Entertaining. The show is about a group of goats living on the Green Pasture, Qing Qing Grasslands/Plains, and the story revolving around a clumsy wolf who wants to eat them.  Toon Express Group owns the copyrights of the characters.",2005-08-03,45.6372,7.4,/3TEX73koX9NroUA9lVwFDMTZtaC.jpg
The Big Bang Theory,series,[35],Physicists Leonard and Sheldon find their nerd-centric social circle with pals Howard and Raj expanding when aspiring actress Penny moves in next door.,2007-09-24,45.7066,7.926,/euKFiO5M125rpngFRBbSW83beeI.jpg
Stand-up Comedy,series,"[10767, 35]","A professional comedy talk show competition program, the program invites outstanding stand-up artists at home and abroad to share happiness, convey a positive attitude to life and comedy spirit.",2024-08-20,43.283,5.8,/vFJYt5Pi5Pjc3CKU58oonfXRCio.jpg
Ranma ½,series,"[35, 10759, 16, 10765]","Ranma Saotome, a teenage martial artist, and his father Genma travel to the 'cursed training ground' of Jusenkyo in China. There, despite the warnings of the Chinese guard, they fall into the cursed springs. From now on, whenever Ranma is doused in cold water, he turns into a girl and a cute, well-built redhead at that. Hot water changes him back into a man again, but only until the next time. To make matters worse, his father engages him to Akane Tendo, a girl who hates boys.",1989-04-15,45.0499,8.618,/qb1R5iLZcjIgdDIfXFQXmJadQPI.jpg
My Happy Marriage,series,"[16, 18, 10765]","Miyo's abusive family deems her worthless – but together with her powerful husband-to-be, her true self and hidden powers slowly begin to shine.",2023-07-05,44.7792,8.272,/5RZIBqSYHhpQF6s8Dgw2aXlA4ZS.jpg
Girl Meets World,series,"[35, 10751]","The adventures of relatable and adventurous Riley Matthews, the tween daughter of Cory and Topanga Matthews, and her bold best friend Maya as they traverse the twists and turns of teenage years at Manhattan's John Quincy Adams Middle School where Riley's dad is their History teacher.",2014-06-27,37.2051,8.288,/8E1i8j6GVT7wMzw8CtqzifRpr5R.jpg
black-ish,series,[35],"A family man struggles to gain a sense of cultural identity while raising his kids in a predominantly white, upper-middle-class neighborhood.",2014-09-24,43.9911,7.052,/ga1zJ6UejPIfyL8BA22pK6dqsC8.jpg
Egoli: Place of Gold,series,[10766],"A South African television soap opera created by Franz Marx which revolves around the daily ups, downs, trials and tribulations of a handful of families in and around Johannesburg (which is often referred to as eGoli - the City of Gold)",1992-04-06,49.2203,7.2,/l8ivo9sEkKrLYRsNeyaVmAbH0eg.jpg
Six Feet Under,series,[18],"When death is your business, what is your life? For the Fisher family, the world outside of their family-owned funeral home continues to be at least as challenging as—and far less predictable than—the one inside.",2001-06-03,47.4767,8.1,/sCgzLaVlFy8KxtxRPvt1V5MNTDb.jpg
Death Note,series,"[16, 9648, 10765]","Light Yagami is an ace student with great prospects—and he’s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and Light has vowed to use the power of the Death Note to rid the world of evil. But will Light succeed in his noble goal, or will the Death Note turn him into the very thing he fights against?",2006-10-04,44.1342,8.621,/tCZFfYTIwrR7n94J6G14Y4hAFU6.jpg
Northern Exposure,series,"[35, 18, 10765]","After receiving a scholarship from the state, a recent Columbia University medical school graduate is required to set up his practice in an eccentric Alaskan town.",1990-07-12,40.8779,7.846,/BUSw61C2kNoMuKFQTamIgqMC5.jpg
Madame… Monsieur,series,"[35, 10751]",,2020-08-19,40.6744,8.0,/rp6YabWswdhqGVvKxACvkHl2oGM.jpg
Peacemaker,series,"[10759, 10765, 35]","The continuing story of Peacemaker, a vainglorious superhero/supervillain who believes in peace at any cost — no matter how many people he has to kill. After a miraculous recovery from his duel with Bloodsport, Peacemaker soon discovers that his freedom comes at a price.",2022-01-13,44.6778,8.181,/eYzbGcYnOUlvj2fa76pTgIXogd7.jpg
Judging Amy,series,[18],"Judging Amy is an American television drama that was telecast from September 19, 1999, through May 3, 2005, on CBS-TV. This TV series starred Amy Brenneman and Tyne Daly. Its main character is a judge who serves in a family court, and in addition to the family-related cases that she adjudicates, many episodes of the show focus on her own experiences as a divorced mother, and on the experiences of her mother, a social worker who works in the field of child welfare. This series was based on the life experiences of Brenneman's mother.",1999-09-19,41.9409,7.5,/5Znl8HNStdoHHy0hqdljpDZnVRn.jpg
Haikyu!!,series,"[16, 35, 18]","Inspired by a small-statured pro volleyball player, Hinata creates a volleyball team in his last year of middle school. Unfortunately the team is matched up against the ""King of the Court"" Tobio Kageyama’s team in their first tournament and inevitably lose. After the crushing defeat, Hinata vows to surpass Kageyama After entering high school, Hinata joins the volleyball team only to find that Tobio has also joined.",2014-04-06,42.3,8.619,/8WEr48swcqe89Zsy5sdrGCASlIg.jpg
Hart to Hart,series,"[10759, 80, 9648]","Wealthy couple Jonathan and Jennifer Hart, a self-made millionaire and his journalist wife, moonlight as amateur detectives.",1979-09-22,39.7214,6.866,/rK7eHDVQVYwwuxf91rmSNn6ykQn.jpg
Strawberries with Sugar,series,"[18, 35, 10766]","Across several generations, groups of young Portuguese people navigate school life and summer holidays while dealing with friendships, first loves, rivalries, family conflicts and decisions that shape their future. Each season introduces new protagonists, schools and challenges, exploring themes related to adolescence, identity, responsibility and belonging. Sport, music, dance and other forms of expression accompany their journeys of growing up, marked by dreams, choices and ever-changing relationships.",2003-08-30,49.3203,6.3,/uyzx0JkWOOF3Mfcq4uiuIr2Ykju.jpg
The Facts of Life,series,"[18, 35]","Mrs. Edna Garrett, housemother and dietitian at the Eastland School, teaches a group of girls in her charge how to solve those problems that every teenager has to face.",1979-08-24,41.5138,7.1,/45i9VujUbQITmHl3QE3eNs9ZUv3.jpg
Big City Greens,series,"[10751, 16, 35]","The offbeat adventures of 10-year-old Cricket Green, a mischievous and optimistic country boy who moves to the big city with his wildly out of place family – older sister Tilly, father Bill and Gramma Alice.",2018-06-18,38.1292,7.569,/buRk2Vrz8UhF5nZUOADSRZLEU1f.jpg
Die Küchenschlacht,series,[10764],,2008-01-14,48.235,8.0,/j2n5W9DRdz68hqoWyHIpMUIBx7L.jpg
WWE Main Event,series,"[10759, 18, 10764]",WWE Main Event is a professional wrestling television program produced by WWE that airs on Peacock and streams on Hulu Plus in the United States. The show features WWE wrestlers and complements WWE's primary programs Raw and SmackDown.,2012-10-03,45.576,7.9,/yVZdqmVMI09F7GzFvDJCc36oBkT.jpg
Newsnight,series,[10763],A daily BBC Television current affairs programme which specialises in analysis and often robust cross-examination of senior politicians.,1980-01-30,49.6298,6.0,/t5WG6kBLS58hQmmCBxCC7FxGHOI.jpg
Ray Donovan,series,[18],"Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players, and makes their problems disappear. His father's unexpected release from prison sets off a chain of events that shakes the Donovan family to its core.",2013-06-30,37.4843,7.499,/cwJ6nLNvX62By0yoLYWFhRelPkF.jpg
In the Clear Moonlit Dusk,series,"[16, 18]","Yoi Takiguchi is a first-year high school student, admired for her handsome looks and honest heart, which earned her the nickname “Prince.” One day, she bumps into Kohaku Ichimura, an upperclassman and another “Prince.” As the two grow closer, is what blossoms between them friendship or love? A youthful love story about a boy and a girl who are both called “Princes” begins.",2026-01-11,35.4461,8.1,/qetD01amQRFX5ibXQ7rWLe6togE.jpg
DAS!,series,"[10767, 10763]","Every evening at 6:45 p.m. sharp, a prominent guest takes a seat on the red sofa—and DAS! provides daily updates on what's hot in the north.",1991-01-02,42.6099,4.7,/yMg0l6hxCnR94Fcl1F1IEkmG26V.jpg
Sweet Punishment: I'm the Guard's Personal Pet,series,[16],"The story is set in a prison in the near future. It revolves around Hina Saotome, imprisoned despite her innocence, and the elegant yet sadistic guard Aki Myoujin. Hina's heart and body are at the mercy of Myoujin's ""heartless yet sweet domination"" from physical examinations to lovers' prison visits.",2018-04-02,39.1798,7.2,/rbETzzJLGIB2Bg6NwNekWTKfM6d.jpg
Alternative Lifestyle,series,[35],"When Steve's web show Sourcefed is discontinued, Steve starts a new company with his friends Cib, James, and Parker. Although, Steve and the gang find themselves in tons of quirky situations.",2017-03-21,52.3699,10.0,/ipvmHz7jL6qGRy22kHqAPQGWMMV.jpg
HELL MODE: The Hardcore Gamer Dominates in Another World with Garbage Balancing,series,"[16, 10759, 10765]","Kenichi Yamada, a single, 35-year-old businessman, has spent the majority of his adult life playing every MMORPG to hit the market. Tired of the constant cycle of repetitive, newbie-centric gameplay, he is immediately drawn in by the promise of a new game that, on top of being never-ending, offers up a ""Hell Mode""—a difficulty level that makes it nigh impossible to level up but also promises uncapped growth potential. Upon selecting the newly released Summoner class, Kenichi finds himself reborn as Allen, an infant in a serf family, with nothing but his wits and old memories to guide him.",2026-01-10,37.6484,7.364,/9m8MgXfAHbR4ELxrsQR8w0b5NQM.jpg
Ben 10,series,"[10762, 16, 35, 10759, 10765]","With the fifth offshoot of the ""Ben 10"" franchise, the animated series returns to its roots and its original name, bringing 10-year-old Benjamin ""Ben"" Tennyson, his cousin Gwen, and Grandpa Max back to life on a new summer vacation journey. As in the original, the stories in the remake of the series also spin around an alien wristwatch called ""the Omnitrix,"" with the help of Ben can turn into ten different aliens, which come up with different supernatural powers. He fights enemy aliens and experiences with his grandfather and cousin the most exciting vacation imaginable.",2016-10-01,51.0678,5.9,/a4H0UR7aUkGZlT6Q9r9grBrjJWR.jpg
Hey Arnold!,series,"[16, 35, 18, 10751]","The daily life of Arnold--a fourth-grader with a wild imagination, street smarts and a head shaped like a football.",1996-10-07,43.7318,8.018,/c1Yv042okfvMdT1Ulwlat9Tj70B.jpg
Kaguya-sama: Love Is War,series,"[35, 16]","Considered a genius due to having the highest grades in the country, Miyuki Shirogane leads the prestigious Shuchiin Academy's student council as its president, working alongside the beautiful and wealthy vice president Kaguya Shinomiya. The two are often regarded as the perfect couple by students despite them not being in any sort of romantic relationship.",2019-01-12,42.0006,8.54,/5khbC6AuNgnvnoDbjIMKCOhEtIc.jpg
Dexter's Laboratory,series,"[16, 35, 10765]","Dexter, a boy-genius with a secret laboratory, constantly battles his sister Dee Dee, who always gains access despite his best efforts to keep her out, as well as his arch-rival and neighbor, Mandark.",1996-04-28,45.0756,7.655,/inJJn8lUPWdvdy2h259UnoHWVqC.jpg
Natural High,series,"[10764, 35]",Come and join Shen Teng and his friends as they step away from the bustling crowded cities and reconnect with the beautiful wild nature.,2023-08-13,41.8323,7.5,/mmvlxQ5AXuHLfKvyqkgCDZfVzxM.jpg
